Predictor_Variable,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs
sal_avg,(Intercept),2.228606748908623,0.27971892546586324,7.967307700746195,9.056000906307152e-7,0.148179530195487,0.0346034675548853,1.186746894138758,1.3046721884027965,0.3003381780278692,2,-26.98188509049386,61.96377018098772,65.52525721257238,21.125522861219824,15,18
sal_avg,"poly(Predictor_Values, degree = 2)1",-1.4400379492104916,1.1867468941387582,-1.213433088658345,0.24372652387060398,0.148179530195487,0.0346034675548853,1.186746894138758,1.3046721884027965,0.3003381780278692,2,-26.98188509049386,61.96377018098772,65.52525721257238,21.125522861219824,15,18
sal_avg,"poly(Predictor_Values, degree = 2)2",1.2653886058574162,1.1867468941387582,1.0662666252653052,0.3031653592486345,0.148179530195487,0.0346034675548853,1.186746894138758,1.3046721884027965,0.3003381780278692,2,-26.98188509049386,61.96377018098772,65.52525721257238,21.125522861219824,15,18
temp_avg,(Intercept),2.228606748908623,0.2475045530774298,9.004306067094538,1.9495054943820137e-7,0.33308458623598436,0.244162531067449,1.0500728871335783,3.7458039583620026,0.0479215285414319,2,-24.77947199194116,57.55894398388232,61.12043101546698,16.53979602439573,15,18
temp_avg,"poly(Predictor_Values, degree = 2)1",1.381588318502644,1.0500728871335783,1.3157070670341897,0.208027857054249,0.33308458623598436,0.244162531067449,1.0500728871335783,3.7458039583620026,0.0479215285414319,2,-24.77947199194116,57.55894398388232,61.12043101546698,16.53979602439573,15,18
temp_avg,"poly(Predictor_Values, degree = 2)2",-2.520289303631875,1.050072887133578,-2.4001089205451254,0.029818580769410515,0.33308458623598436,0.244162531067449,1.0500728871335783,3.7458039583620026,0.0479215285414319,2,-24.77947199194116,57.55894398388232,61.12043101546698,16.53979602439573,15,18
TA_avg,(Intercept),2.228606748908623,0.27651916455779824,8.059501960641857,7.85893261773756e-7,0.16755635547052883,0.056563869533265976,1.1731714583211477,1.5096189084839318,0.25273262870988433,2,-26.77479272233009,61.54958544466018,65.11107247624484,20.644969059290528,15,18
TA_avg,"poly(Predictor_Values, degree = 2)1",-2.0283484566447028,1.1731714583211477,-1.7289445990676806,0.10433914809808836,0.16755635547052883,0.056563869533265976,1.1731714583211477,1.5096189084839318,0.25273262870988433,2,-26.77479272233009,61.54958544466018,65.11107247624484,20.644969059290528,15,18
TA_avg,"poly(Predictor_Values, degree = 2)2",0.20315993541168131,1.173171458321148,0.17317156326187028,0.8648317467587319,0.16755635547052883,0.056563869533265976,1.1731714583211477,1.5096189084839318,0.25273262870988433,2,-26.77479272233009,61.54958544466018,65.11107247624484,20.644969059290528,15,18
pH_avg,(Intercept),2.228606748908623,0.2763773786833645,8.063636609933466,7.809314649144097e-7,0.16840981161691046,0.05753111983249859,1.1725699118014161,1.518865427672611,0.25079575113431524,2,-26.765560811489074,61.53112162297815,65.09260865456281,20.623802970929713,15,18
pH_avg,"poly(Predictor_Values, degree = 2)1",-1.8290203547248174,1.1725699118014161,-1.5598390648749447,0.13964408669715375,0.16840981161691046,0.05753111983249859,1.1725699118014161,1.518865427672611,0.25079575113431524,2,-26.765560811489074,61.53112162297815,65.09260865456281,20.623802970929713,15,18
pH_avg,"poly(Predictor_Values, degree = 2)2",-0.9117686391253792,1.1725699118014166,-0.7775814729243999,0.44890678632724923,0.16840981161691046,0.05753111983249859,1.1725699118014161,1.518865427672611,0.25079575113431524,2,-26.765560811489074,61.53112162297815,65.09260865456281,20.623802970929713,15,18
phos_avg,(Intercept),2.3226800487094454,0.3037750596320129,7.646052482132977,1.4966289485004707e-6,0.15111500107820983,0.03793033455530448,1.2888084277268648,1.3351190202749634,0.2926620717155355,2,-28.466925243687434,64.93385048737487,68.49533751895953,24.9154074506969,15,18
phos_avg,"poly(Predictor_Values, degree = 2)1",-2.0151189330334307,1.2888084277268648,-1.5635519520830536,0.13877111924173818,0.15111500107820983,0.03793033455530448,1.2888084277268648,1.3351190202749634,0.2926620717155355,2,-28.466925243687434,64.93385048737487,68.49533751895953,24.9154074506969,15,18
phos_avg,"poly(Predictor_Values, degree = 2)2",-0.6120732013196408,1.288808427726865,-0.474914027679959,0.6416890751678024,0.15111500107820983,0.03793033455530448,1.2888084277268648,1.3351190202749634,0.2926620717155355,2,-28.466925243687434,64.93385048737487,68.49533751895953,24.9154074506969,15,18
NN_avg,(Intercept),2.3226800487094454,0.29140790409542994,7.970545809041668,9.010856497867687e-7,0.21882689227620705,0.11467047791303475,1.2363390304634254,2.100944945293545,0.1568933840707914,2,-27.718782709000212,63.437565418000425,66.99905244958508,22.92801297370864,15,18
NN_avg,"poly(Predictor_Values, degree = 2)1",-0.9305630267174113,1.2363390304634254,-0.7526762512452608,0.4632939551114972,0.21882689227620705,0.11467047791303475,1.2363390304634254,2.100944945293545,0.1568933840707914,2,-27.718782709000212,63.437565418000425,66.99905244958508,22.92801297370864,15,18
NN_avg,"poly(Predictor_Values, degree = 2)2",2.3572833619101154,1.2363390304634252,1.906664194712448,0.07590451493390012,0.21882689227620705,0.11467047791303475,1.2363390304634254,2.100944945293545,0.1568933840707914,2,-27.718782709000212,63.437565418000425,66.99905244958508,22.92801297370864,15,18
silicate_avg,(Intercept),2.3226800487094454,0.2999014614237416,7.744810704432171,1.280672208893169e-6,0.1726261439966936,0.062309629862919436,1.2723741423629007,1.5648259496974342,0.2414145559226996,2,-28.235921643963874,64.47184328792775,68.0333303195124,24.284039372305905,15,18
