Predictor_Variable,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs,Predictor,delAIC
pH_CV,(Intercept),1.235352874738389,1.2048463142908248,1.025319876971629,0.3204650095602798,0.043091096547242365,-0.016715709918554866,1.2178814162581844,0.7205048905576582,0.4084990484407076,1,-28.028876769549278,62.057753539098556,64.72886881278706,23.731762305072653,16,18,pH CV,6.414457227447755
pH_CV,Predictor_Values,11271.048534537304,13278.403245913727,0.8488255949001877,0.4084990484407077,0.043091096547242365,-0.016715709918554866,1.2178814162581844,0.7205048905576582,0.4084990484407076,1,-28.028876769549278,62.057753539098556,64.72886881278706,23.731762305072653,16,18,pH CV,6.414457227447755
TA_avg,(Intercept),2.228606748908623,0.27651916455779824,8.059501960641857,7.85893261773756e-7,0.16755635547052883,0.056563869533265976,1.1731714583211477,1.5096189084839318,0.25273262870988433,2,-26.77479272233009,61.54958544466018,65.11107247624484,20.644969059290528,15,18,Mean TA,6.429822728939413
TA_avg,"poly(Predictor_Values, degree = 2)1",-2.0283484566447028,1.1731714583211477,-1.7289445990676806,0.10433914809808836,0.16755635547052883,0.056563869533265976,1.1731714583211477,1.5096189084839318,0.25273262870988433,2,-26.77479272233009,61.54958544466018,65.11107247624484,20.644969059290528,15,18,Mean TA,6.429822728939413
TA_avg,"poly(Predictor_Values, degree = 2)2",0.20315993541168131,1.173171458321148,0.17317156326187028,0.8648317467587319,0.16755635547052883,0.056563869533265976,1.1731714583211477,1.5096189084839318,0.25273262870988433,2,-26.77479272233009,61.54958544466018,65.11107247624484,20.644969059290528,15,18,Mean TA,6.429822728939413
pH_max,(Intercept),2.228606748908623,0.276704858622175,8.05409330362233,7.92434088269891e-7,0.16643793933943607,0.05529633125136091,1.173959291514029,1.4975304226976887,0.2552904372204713,2,-26.786876410471816,61.57375282094363,65.13523985252829,20.672706271981813,15,18,Max pH,6.453990105222864
pH_max,"poly(Predictor_Values, degree = 2)1",-0.7996448863665795,1.173959291514029,-0.6811521422819486,0.5061555633689943,0.16643793933943607,0.05529633125136091,1.173959291514029,1.4975304226976887,0.2552904372204713,2,-26.786876410471816,61.57375282094363,65.13523985252829,20.672706271981813,15,18,Max pH,6.453990105222864
pH_max,"poly(Predictor_Values, degree = 2)2",-1.867699725316125,1.1739592915140293,-1.5909407922547245,0.13247362936889392,0.16643793933943607,0.05529633125136091,1.173959291514029,1.4975304226976887,0.2552904372204713,2,-26.786876410471816,61.57375282094363,65.13523985252829,20.672706271981813,15,18,Max pH,6.453990105222864
sal_max,(Intercept),131.0698070858328,179.09897011437704,0.7318289267779059,0.4748566020536398,0.031331394064189465,-0.029210393806798685,1.2253419957956815,0.5175168287225885,0.48227903065767963,1,-28.138806011717858,62.277612023435715,64.94872729712421,24.023408106568702,16,18,Max Salinity,6.6343157117849145
sal_max,Predictor_Values,-3.5200376511211147,4.893111028994807,-0.7193864251725833,0.4822790306576794,0.031331394064189465,-0.029210393806798685,1.2253419957956815,0.5175168287225885,0.48227903065767963,1,-28.138806011717858,62.277612023435715,64.94872729712421,24.023408106568702,16,18,Max Salinity,6.6343157117849145
pH_max,(Intercept),109.69786924843032,165.15256007445115,0.664221427745221,0.5160074190796895,0.025783088199659628,-0.035105468787861804,1.2288462204423718,0.42344718737452935,0.5244575355632223,1,-28.19020882270764,62.38041764541528,65.05153291910378,24.161008535928033,16,18,Max pH,6.7371213337644775
pH_max,Predictor_Values,-13.323744255656433,20.475129710517823,-0.6507281977711813,0.5244575355632222,0.025783088199659628,-0.035105468787861804,1.2288462204423718,0.42344718737452935,0.5244575355632223,1,-28.19020882270764,62.38041764541528,65.05153291910378,24.161008535928033,16,18,Max pH,6.7371213337644775
pH_min,(Intercept),28.020636963219665,42.01743155867827,0.6668812424692887,0.5143508860577906,0.023009289227730503,-0.0380526301955364,1.2305943678827382,0.37681896417692884,0.5479397902136955,1,-28.215797291382344,62.43159458276469,65.10270985645317,24.229799972235462,16,18,Min pH,6.788298271113888
pH_min,Predictor_Values,-3.2822767231441086,5.346983170569983,-0.6138558170913826,0.5479397902136955,0.023009289227730503,-0.0380526301955364,1.2305943678827382,0.37681896417692884,0.5479397902136955,1,-28.215797291382344,62.43159458276469,65.10270985645317,24.229799972235462,16,18,Min pH,6.788298271113888
sal_avg,(Intercept),2.228606748908623,0.27971892546586324,7.967307700746195,9.056000906307152e-7,0.148179530195487,0.0346034675548853,1.186746894138758,1.3046721884027965,0.3003381780278692,2,-26.98188509049386,61.96377018098772,65.52525721257238,21.125522861219824,15,18,Mean Salinity,6.844007465266955
sal_avg,"poly(Predictor_Values, degree = 2)1",-1.4400379492104916,1.1867468941387582,-1.213433088658345,0.24372652387060398,0.148179530195487,0.0346034675548853,1.186746894138758,1.3046721884027965,0.3003381780278692,2,-26.98188509049386,61.96377018098772,65.52525721257238,21.125522861219824,15,18,Mean Salinity,6.844007465266955
sal_avg,"poly(Predictor_Values, degree = 2)2",1.2653886058574162,1.1867468941387582,1.0662666252653052,0.3031653592486345,0.148179530195487,0.0346034675548853,1.186746894138758,1.3046721884027965,0.3003381780278692,2,-26.98188509049386,61.96377018098772,65.52525721257238,21.125522861219824,15,18,Mean Salinity,6.844007465266955
NN_min,(Intercept),3.2188112345497917,0.5747868368396276,5.600008608839938,3.987110299499649e-5,0.16959625086409333,0.11769601654309914,1.2342246805721635,3.2677357449904605,0.08949127211018887,1,-28.268819987471886,62.53763997494377,65.20875524863226,24.37296899413535,16,18,Min Nitrite + Nitrate,6.894343663292972
NN_min,Predictor_Values,-3.1382025963280595,1.736031147701715,-1.8076879556467875,0.08949127211018879,0.16959625086409333,0.11769601654309914,1.2342246805721635,3.2677357449904605,0.08949127211018887,1,-28.268819987471886,62.53763997494377,65.20875524863226,24.37296899413535,16,18,Min Nitrite + Nitrate,6.894343663292972
TA_max,(Intercept),-15.69798809151493,54.09399571451755,-0.2901983461225801,0.7753918956015271,0.006817408087533876,-0.055256503906995214,1.2407499183134092,0.1098272666967522,0.7446418615922462,1,-28.36373373045773,62.72746746091546,65.39858273460396,24.631365756715702,16,18,Max TA,7.084171149264662
TA_max,Predictor_Values,0.007626281470353015,0.023012178945214488,0.33140197147384615,0.7446418615922465,0.006817408087533876,-0.055256503906995214,1.2407499183134092,0.1098272666967522,0.7446418615922462,1,-28.36373373045773,62.72746746091546,65.39858273460396,24.631365756715702,16,18,Max TA,7.084171149264662
temp_min,(Intercept),2.228606748908623,0.283711873053375,7.855176186050393,1.0775705761217748e-6,0.1236867230875922,0.006844952832604556,1.20368753603507,1.0585830976171153,0.37148855438791545,2,-27.23701583604995,62.4740316720999,66.03551870368456,21.732955266092674,15,18,Min Temperature,7.35426895637913
temp_min,"poly(Predictor_Values, degree = 2)1",-1.144354873196312,1.20368753603507,-0.9507075872579033,0.35682108666109147,0.1236867230875922,0.006844952832604556,1.20368753603507,1.0585830976171153,0.37148855438791545,2,-27.23701583604995,62.4740316720999,66.03551870368456,21.732955266092674,15,18,Min Temperature,7.35426895637913
temp_min,"poly(Predictor_Values, degree = 2)2",-1.3258722179452782,1.2036875360350707,-1.1015086376259091,0.2880370379510045,0.1236867230875922,0.006844952832604556,1.20368753603507,1.0585830976171153,0.37148855438791545,2,-27.23701583604995,62.4740316720999,66.03551870368456,21.732955266092674,15,18,Min Temperature,7.35426895637913
phos_avg,(Intercept),8.118015508207634,3.627825267884768,2.2377085192255985,0.03981717607512339,0.13835097757328463,0.08449791367161497,1.2572301165277626,2.569045613187388,0.12852899026115666,1,-28.601243932875512,63.202487865751024,65.87360313943952,25.290041054470585,16,18,Mean Phosphate,7.559191554100224
phos_avg,Predictor_Values,-29.59267875059591,18.46283429930095,-1.602824261479526,0.12852899026115666,0.13835097757328463,0.08449791367161497,1.2572301165277626,2.569045613187388,0.12852899026115666,1,-28.601243932875512,63.202487865751024,65.87360313943952,25.290041054470585,16,18,Mean Phosphate,7.559191554100224
silicate_CV,(Intercept),3.780329443038141,0.9639294065032817,3.9217907634455704,0.0012166321472804396,0.13634967865091793,0.08237153356660032,1.2586893150602063,2.526016380109583,0.13154503790878394,1,-28.62212343815642,63.24424687631284,65.91536215000133,25.3487806695477,16,18,Silicate CV,7.6009505646620426
silicate_CV,Predictor_Values,-356.13924858420904,224.07930913434637,-1.5893446385569063,0.13154503790878394,0.13634967865091793,0.08237153356660032,1.2586893150602063,2.526016380109583,0.13154503790878394,1,-28.62212343815642,63.24424687631284,65.91536215000133,25.3487806695477,16,18,Silicate CV,7.6009505646620426
silicate_min,(Intercept),1.2668053876729681,0.7603331789019524,1.6661187790100727,0.11514347054974616,0.1247424677994352,0.07003887203689996,1.2671192958757587,2.2803339718459097,0.1505188149652548,1,-28.74227523227412,63.48455046454824,66.15566573823673,25.68946095969085,16,18,Min Silicate,7.8412541528974415
silicate_min,Predictor_Values,0.5901045310974625,0.3907776534561726,1.5100774721337675,0.15051881496525482,0.1247424677994352,0.07003887203689996,1.2671192958757587,2.2803339718459097,0.1505188149652548,1,-28.74227523227412,63.48455046454824,66.15566573823673,25.68946095969085,16,18,Min Silicate,7.8412541528974415
phos_CV,(Intercept),0.9494178581694379,0.9596274738891685,0.989360855126049,0.3372134901590286,0.12413577403443395,0.0693942599115861,1.2675583781897435,2.267671547335269,0.15158463829828922,1,-28.748511513763994,63.49702302752799,66.16813830121649,25.7072678739042,16,18,Phosphate CV,7.853726715877187
phos_CV,Predictor_Values,830.0373537313368,551.1979093489718,1.5058789949180076,0.15158463829828922,0.12413577403443395,0.0693942599115861,1.2675583781897435,2.267671547335269,0.15158463829828922,1,-28.748511513763994,63.49702302752799,66.16813830121649,25.7072678739042,16,18,Phosphate CV,7.853726715877187
NN_min,(Intercept),2.3226800487094454,0.2889576650012153,8.038132674901275,8.120718880616402e-7,0.2319083075822672,0.12949608192656958,1.2259435463891402,2.264459209801042,0.13822863167700386,2,-27.56679379687092,63.13358759374184,66.6950746253265,22.544063683997727,15,18,Min Nitrite + Nitrate,8.013824878021069
NN_min,"poly(Predictor_Values, degree = 2)1",-2.231093089632304,1.2259435463891402,-1.819898718993793,0.08878665936563081,0.2319083075822672,0.12949608192656958,1.2259435463891402,2.264459209801042,0.13822863167700386,2,-27.56679379687092,63.13358759374184,66.6950746253265,22.544063683997727,15,18,Min Nitrite + Nitrate,8.013824878021069
NN_min,"poly(Predictor_Values, degree = 2)2",-1.3523702563046953,1.2259435463891404,-1.1031260454756897,0.2873564269202234,0.2319083075822672,0.12949608192656958,1.2259435463891402,2.264459209801042,0.13822863167700386,2,-27.56679379687092,63.13358759374184,66.6950746253265,22.544063683997727,15,18,Min Nitrite + Nitrate,8.013824878021069
NN_CV,(Intercept),1.6121698373174012,0.5778013129801969,2.790180293987417,0.013104052332938423,0.11465839450969234,0.0593245441665482,1.2743977996267934,2.0721202988524423,0.1692907287284216,1,-28.845373831078852,63.690747662157705,66.3618629358462,25.985436027097805,16,18,Nitrate + Nitrate CV,8.047451350506904
NN_CV,Predictor_Values,181.3968878959456,126.01503062366348,1.4394861231885647,0.16929072872842152,0.11465839450969234,0.0593245441665482,1.2743977996267934,2.0721202988524423,0.1692907287284216,1,-28.845373831078852,63.690747662157705,66.3618629358462,25.985436027097805,16,18,Nitrate + Nitrate CV,8.047451350506904
NN_avg,(Intercept),2.3226800487094454,0.29140790409542994,7.970545809041668,9.010856497867687e-7,0.21882689227620705,0.11467047791303475,1.2363390304634254,2.100944945293545,0.1568933840707914,2,-27.718782709000212,63.437565418000425,66.99905244958508,22.92801297370864,15,18,Mean Nitrite + Nitrate,8.317802702279657
NN_avg,"poly(Predictor_Values, degree = 2)1",-0.9305630267174113,1.2363390304634254,-0.7526762512452608,0.4632939551114972,0.21882689227620705,0.11467047791303475,1.2363390304634254,2.100944945293545,0.1568933840707914,2,-27.718782709000212,63.437565418000425,66.99905244958508,22.92801297370864,15,18,Mean Nitrite + Nitrate,8.317802702279657
NN_avg,"poly(Predictor_Values, degree = 2)2",2.3572833619101154,1.2363390304634252,1.906664194712448,0.07590451493390012,0.21882689227620705,0.11467047791303475,1.2363390304634254,2.100944945293545,0.1568933840707914,2,-27.718782709000212,63.437565418000425,66.99905244958508,22.92801297370864,15,18,Mean Nitrite + Nitrate,8.317802702279657
sal_min,(Intercept),2.228606748908623,0.2914544027598666,7.646502258347436,1.4955629330808343e-6,0.07520470783241386,-0.04810133112326431,1.2365363075890612,0.6099028763663868,0.5563422937334005,2,-27.72165465989425,63.4433093197885,67.00479635137316,22.93533059978984,15,18,Min Salinity,8.32354660406773
sal_min,"poly(Predictor_Values, degree = 2)1",-1.1897251875329464,1.2365363075890614,-0.9621433517408113,0.3512324739452831,0.07520470783241386,-0.04810133112326431,1.2365363075890612,0.6099028763663868,0.5563422937334005,2,-27.72165465989425,63.4433093197885,67.00479635137316,22.93533059978984,15,18,Min Salinity,8.32354660406773
