Location,CowTagID,lat,lon,adj_CT_depth_cm,Salinity,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,del15N,C_N,N_percent
Cabral,C4,-17.51679302,-149.912772,90.6,0.2892853008841927,0.9089616184901548,0.9413204267891767,5.58726066957702,34.51074106445805,38.564861572447164,91.95031871130796,10.403803850311169,2.964855502061916,33.909315294238,28.81939204019963,58.32204632676184,3.5,43.25925926,0.629688654
Cabral,C5,-17.51659596,-149.912877,89,0.6356494688217627,0.872336214064157,0.6542851285351217,28.864650044956612,44.74358490372086,79.61786489750939,113.83797771903335,20.614484796958298,37.82651541006481,37.873006806665785,39.950588516804935,103.9265183085995,3.5,48.7125,0.590951062
Cabral,C6,-17.51653796,-149.913134,130.9,0.3198723136482079,0.7628430801437073,0.19263554869690228,42.552315900281684,18.782591471789292,99.9493385378619,98.50960365281306,35.16598224618189,9.9985250994316,21.940261365884066,57.5807602179999,111.00302149283398,3.4,47.6013986,0.576961872
Cabral,C7,-17.51630402,-149.913229,90.1,0.01949832569107705,0.8500738014654914,0.5368620172585489,14.142135623730953,30.74377309506728,26.087434645717284,22.627416997969515,28.273101320644002,53.06421486151015,1.1171331462974128,31.411812268807026,41.4106228253636,3.6,39.2974359,0.715543813
Cabral,C8,-17.51632397,-149.91291,99.70000000000002,0.28348117923032917,0.5237488737305993,0.6285935229380624,13.943216575407853,33.79757225274675,16.073903395577886,94.17315813996768,33.348782020522485,33.25049436032245,24.203308012750878,66.63457184038634,109.3998329747344,3.4,47.83333333,0.582106551
Cabral,C9,-17.51639103,-149.913111,72.1,0.04504808722360572,0.7981285368334744,0.4064922406938041,15.166470005022461,55.861360572171115,34.82710229804226,107.61459688552979,26.879306124008,31.93348280840643,24.661630493458617,72.24981282709652,116.20875691580692,3.2,44.52352941,0.649673253
Cabral,C10,-17.51588602,-149.912912,104.7,0.24625175957768905,1.0835299257344473,0.8253958456173571,15.05846504842085,33.11810718017934,19.724304328821674,24.246280339863745,29.751606475115427,22.125228330404788,15.578451336392357,43.853429241199024,104.81621604433914,3.1,49.44137931,0.56603037
Cabral,C11,-17.51598098,-149.913194,101.9,0.13772945328340988,0.25123349225557023,0.43864918285656607,14.390741258770209,28.378616710949245,24.180302630912287,101.49822743719514,26.785362705365305,30.27803765491108,26.567103615148945,49.96918054270033,92.4291055866387,3.1,37.4009901,0.771994191
Cabral,C12,-17.51595701,-149.913303,82.19999999999999,0.19305019305019383,0.14505092518073495,0.5088480803203461,20.11271036886664,44.91041128411725,50.071331919059844,68.13559528664673,23.56322349552147,26.33516043154971,24.447292405314084,56.13672550954064,92.08011086445944,3.3,34.125,0.856700908
Cabral,C13,-17.51557102,-149.913136,69.80000000000001,1.2609176053035072,1.8006643621231464,1.093876318784327,16.4807801966273,13.771895099308132,23.47106147157012,110.19784634053609,26.878694342282568,30.930085983709766,20.610156656198715,44.81917572060106,83.94674624138936,3.2,37.72631579,0.751968971
Cabral,C14,-17.51652597,-149.913031,130.2,0.3321125923517455,0.520743625058416,1.344900236298423,9.866606249114616,25.62222218887724,24.284475313477387,16.22868022395355,36.63558925265839,11.686022291406237,14.807189994267734,12.172093757221523,24.615365472714473,3.4,47.74074074,0.614171437
Cabral,C15,-17.51721597,-149.913056,110.9,0.09757234458210397,0.44513451040550855,1.41431390432925,13.468700594029478,8.799551054765931,14.946972610447348,12.856486930664493,43.48651813253744,16.55342100409561,5.242680554097092,12.7369851534233,20.75221169425677,3,34.87804878,0.958205118
Cabral,C16,-17.51723299,-149.912976,97.4,0.4316545078353523,1.3454413973579487,1.1132633786787378,8.88231183368655,65.43202544978082,26.99103053454764,143.82996234938992,27.831237692822057,28.76042642212373,41.162601532193264,67.86199791581508,92.63945302051883,3.3,33.66509434,0.841670637
Cabral,C17,-17.51721203,-149.912771,112,0.2597129435118151,1.5053882461107182,1.0042622824083156,29.342343714284745,35.59878721261908,48.07501081513173,106.34307620743517,28.528009250108884,24.429132307049272,28.623006064444468,73.7410481676812,102.6356739726777,3.4,39.69680851,0.736705984
Cabral,C18,-17.51757103,-149.912982,103.7,0.5021396943991164,1.0316733168148553,0.2963895225971358,12.345679012345677,47.16223196467724,18.28829914749929,102.7974906349255,23.752023760151463,34.786307570178806,18.042297659802887,77.09290048091985,101.50828582536748,3,36.13471503,0.763781709
Cabral,C19,-17.51770397,-149.912893,79.1,0.33574685791766584,1.2616956942383402,0.2882423938821839,8.056050267762217,36.954575862563686,8.33234708167791,61.85074294858697,25.4882652448359,26.102182814277647,13.60543679450621,70.08998046073116,98.00506765285809,3.5,33.94977169,0.843410614
Cabral,C20,-17.51692303,-149.912724,60.29999999999999,0.1741720173315504,1.3740335762802347,0.861407982908867,6.213855502280452,28.69877637549759,47.74061862467501,64.99094332813951,23.265162440877422,132.94719282242497,29.642322764974594,113.14925555247437,102.26038248250677,3.7,31.50917431,0.862717163
Cabral,CSEEP,-17.516384,-149.912515,55.9,28.337437181598617,2.8928355708626614,2.2511120414546353,146.72946287884272,185.5898964752451,160.29738650762826,138.98242706281368,21.12721526222627,42.131580127107796,37.43139996545794,48.560621180036804,82.52615768665079,3.5,49.46357616,0.591044309
